,date,open_,low,high,close,volume,range_position,shcode,month_ma5_score,week_ma5_score,week_ma20_score,week_golden_cross,week_dead_cross,week_up,week_down
7,20190724,1450,1445,1710,1595,17445386,0.5660377358490566,016670,0.7,0.3,0.0,0,0,0,5
8,20191129,1525,1510,1730,1590,17557031,0.36363636363636365,016670,0.0,0.55,0.5,0,0,5,0
6,20190114,22400,22350,25700,23500,1432724,0.34328358208955223,016790,0.0,0.2,0.0,0,0,0,5
8,20190419,18700,18250,22250,18400,1604157,0.0375,016790,0.3,0.3,0.0,0,0,0,5
6,20190423,19750,19500,24250,22600,3199576,0.6526315789473685,016790,0.3,0.5,0.0,0,0,0,5
4,20190917,18350,18000,20850,19450,2911773,0.5087719298245614,016790,0.15,0.3,0.0,0,0,0,5
6,20190114,4000,3620,4070,3645,6029586,0.05555555555555555,017250,0.8500000000000001,0.7,1.0,0,0,5,0
5,20190109,7690,7620,8680,8250,2566090,0.5943396226415094,017510,0.15,0.5,0.15,0,0,0,5
6,20191112,864,855,1120,1120,26677305,1.0,018000,0.0,0.3,0.0,0,0,0,5
8,20190530,9630,9420,10450,10450,2632083,1.0,018290,0.15,0.44999999999999996,0.8500000000000001,0,0,5,0
7,20190417,2245,2220,2745,2590,11481596,0.7047619047619048,018620,0.0,0.3,0.0,0,0,0,5
8,20190418,2635,2585,3155,2880,24763580,0.5175438596491229,018620,0.0,0.3,0.0,0,0,0,5
8,20190531,3300,3130,3835,3615,25259871,0.6879432624113475,018620,0.3,1.0,1.0,0,0,5,0
6,20190603,3900,3700,4095,3890,17639196,0.4810126582278481,018620,0.5,1.0,1.0,0,0,5,0
5,20190918,3810,3610,4095,4090,13046900,0.9896907216494846,018620,1.0,0.5,0.5,0,0,0,5
6,20190920,3215,3125,4030,3735,10069050,0.6740331491712708,018620,1.0,0.5,0.5,0,0,0,5
8,20190926,3800,3430,4330,3955,46942317,0.5833333333333334,018620,1.0,0.7,0.6,0,0,0,5
6,20191001,3300,3150,4330,4090,35000759,0.7966101694915254,018620,1.0,0.8500000000000001,0.6499999999999999,0,0,0,5
6,20191112,7030,6980,8420,7240,3418535,0.18055555555555555,018680,0.0,0.6499999999999999,0.0,1,0,2,3
6,20191125,6500,6500,7660,7250,4296047,0.646551724137931,018680,0.0,0.55,0.0,1,0,4,1
6,20190528,2760,2760,3555,3250,16047046,0.6163522012578616,018700,0.7,0.3,0.7,0,0,0,5
8,20190628,2835,2835,3710,3150,12743896,0.36,019540,0.7,0.0,0.3,0,1,1,4
6,20190709,3580,3400,4085,3770,15611704,0.5401459854014599,019540,0.8500000000000001,0.5,0.5,0,0,0,5
7,20190710,3625,3605,4675,4270,27045486,0.6214953271028038,019540,0.8500000000000001,0.5,0.5,0,0,0,5
7,20190823,5770,5560,6820,6560,35515870,0.7936507936507936,019540,1.0,1.0,1.0,0,0,5,0
4,20190213,721,715,930,869,43028902,0.7162790697674418,019550,0.0,1.0,0.0,0,0,0,5
6,20181204,3240,3100,4145,3600,8713297,0.4784688995215311,019770,0.0,0.8500000000000001,0.0,0,0,0,5
6,20190128,3890,3750,4585,4020,9823154,0.32335329341317365,019770,0.3,0.6,1.0,0,0,5,0
7,20190227,5260,5150,6650,5920,7224019,0.5133333333333333,019990,0.0,0.8500000000000001,0.5,1,0,3,2
6,20190624,4355,4305,5240,4670,5193003,0.39037433155080214,019990,0.55,0.3,0.3,0,0,0,5
6,20181218,2050,2010,2470,2425,9281295,0.9021739130434783,022220,0.15,0.7,0.0,0,0,0,5
7,20191018,4995,4965,5350,5060,6942405,0.24675324675324675,023410,0.0,0.5,0.0,0,0,0,5
8,20190620,2255,2050,2485,2105,28831434,0.12643678160919541,023440,1.0,0.8500000000000001,1.0,0,0,5,0
8,20191128,1655,1640,2090,1810,12854987,0.37777777777777777,023460,1.0,0.8500000000000001,0.8500000000000001,0,0,5,0
7,20190703,23500,21700,26800,26800,2494202,1.0,023770,0.6499999999999999,1.0,1.0,1,0,4,1
8,20190704,28150,25700,34800,34800,1569547,1.0,023770,0.6499999999999999,1.0,1.0,1,0,4,1
6,20190709,52500,48250,57700,52500,2522984,0.4497354497354497,023770,0.6499999999999999,1.0,1.0,1,0,5,0
6,20181210,10000,10000,11850,11850,2026068,1.0,023900,0.0,0.7,0.0,0,0,0,5
7,20181212,12550,12300,14600,13050,4707264,0.32608695652173914,023900,0.0,0.7,0.0,0,0,0,5
6,20190617,15300,15300,19600,19600,2556642,1.0,023900,0.7,0.0,0.0,0,0,0,5
6,20190625,18300,18000,22350,20450,6810291,0.5632183908045977,023900,0.7,0.3,0.0,0,0,0,5
8,20190718,19150,18300,24300,22100,8334468,0.6333333333333333,023900,0.5,0.8500000000000001,0.2,1,0,2,3
7,20190116,2775,2745,3580,3130,10078605,0.46107784431137727,024060,0.2,0.0,0.6,0,1,0,5
8,20190117,3315,3215,3890,3650,14080515,0.6444444444444445,024060,0.2,0.0,0.6,0,1,0,5
6,20190122,3800,3800,4675,4125,14121075,0.37142857142857144,024060,0.2,0.3,0.6499999999999999,0,0,0,5
6,20190326,3260,3225,4180,4000,10047197,0.8115183246073299,024060,0.6499999999999999,0.15,0.6499999999999999,0,0,5,0
6,20190423,4950,4930,5530,5530,13723477,1.0,024060,0.7,0.7,1.0,0,0,5,0
7,20190424,5560,5530,6880,6340,20018611,0.6,024060,0.7,0.7,1.0,0,0,5,0
7,20190503,5140,5040,6910,6910,22645322,1.0,024060,0.8500000000000001,0.8500000000000001,1.0,0,0,5,0
4,20190507,7530,7020,8590,7660,24212346,0.40764331210191085,024060,0.8500000000000001,1.0,1.0,0,0,5,0
7,20190614,7000,6600,7480,7120,14255623,0.5909090909090909,024060,1.0,0.7,1.0,0,0,5,0
7,20190619,6010,6010,7450,7000,16033797,0.6875,024060,1.0,0.8,1.0,0,0,5,0
4,20190917,6930,6930,8480,8480,23557426,1.0,024060,1.0,0.2,0.7,0,0,0,5
8,20181221,1220,1210,1535,1475,16936079,0.8153846153846154,024740,0.0,0.4,0.0,0,0,0,5
8,20190315,1450,1445,1830,1735,23373655,0.7532467532467533,024740,0.3,0.6499999999999999,0.5,0,0,5,0
6,20190920,1605,1590,1845,1800,15469175,0.8235294117647058,024740,0.5,0.5,0.0,0,0,0,5
8,20190620,245,242,294,276,78651566,0.6538461538461539,024810,0.0,0.3,0.0,0,0,0,5
5,20190820,246,242,290,289,82598290,0.9791666666666666,024810,0.0,0.15,0.2,0,1,3,2
8,20181206,1960,1950,2475,2270,12925141,0.6095238095238096,024840,0.15,0.0,0.0,0,0,0,5
5,20190109,2155,2105,2675,2505,12877019,0.7017543859649122,024840,0.15,1.0,0.0,1,0,1,4
7,20190313,1605,1600,1855,1655,14351558,0.21568627450980393,024910,0.0,0.5,0.0,1,0,4,1
5,20190311,7400,7350,8780,8110,3172831,0.5314685314685315,024950,0.0,1.0,0.7,0,0,5,0
6,20190715,6800,6500,7790,7530,6932094,0.7984496124031008,024950,0.35,1.0,0.15,0,0,0,5
7,20191127,5390,5260,6700,5900,4375080,0.4444444444444444,024950,0.0,0.0,0.0,0,0,0,5
7,20181219,2860,2830,3195,2905,12647714,0.2054794520547945,025320,0.0,0.2,0.0,0,0,0,5
8,20190118,3205,3200,3635,3420,20897476,0.5057471264367817,025320,0.0,0.8500000000000001,0.0,0,0,0,5
7,20190822,2785,2770,3525,3525,68259012,1.0,025320,0.3,0.0,0.0,0,0,0,5
6,20191029,2805,2800,3215,2975,11932289,0.42168674698795183,025320,0.5,0.0,0.7,0,0,5,0
8,20190926,959,948,1125,1035,30923273,0.4915254237288136,025440,0.35,0.7,0.0,0,0,0,5
7,20190424,5700,5560,7200,6420,4578271,0.524390243902439,025870,0.3,0.5,0.8500000000000001,1,1,2,3
6,20190919,9300,9100,11100,9950,3540514,0.425,025870,0.8,1.0,0.3,0,0,0,5
6,20190920,9270,9210,12900,12900,1916507,1.0,025870,0.8,1.0,0.3,0,0,0,5
6,20190924,17400,14100,17400,15350,3393522,0.3787878787878788,025870,0.8,1.0,0.44999999999999996,1,0,1,4
8,20190927,2450,2440,3120,3100,30515609,0.9705882352941176,025880,0.3,0.7,0.0,0,0,0,5
6,20181211,11900,11300,12800,12500,28074435,0.8,025980,0.3,0.5,0.8500000000000001,0,0,5,0
8,20181214,12900,12650,16300,15350,36168850,0.7397260273972602,025980,0.3,0.5,0.8500000000000001,0,0,5,0
6,20190122,8130,8060,10050,9300,6788616,0.6231155778894473,026040,0.0,0.7,0.5,1,0,1,4
4,20190108,5640,5580,6940,6560,9269654,0.7205882352941176,026150,0.15,1.0,0.0,0,0,0,5
7,20190111,6480,6480,7570,6970,7466990,0.44954128440366975,026150,0.15,1.0,0.0,0,0,0,5
7,20191113,6220,6210,7440,6860,8636711,0.5284552845528455,026150,0.0,0.3,0.3,1,1,4,1
6,20190812,3450,3350,3980,3735,13526708,0.6111111111111112,027050,0.3,0.0,0.0,0,0,0,5
8,20191129,3670,3640,4280,3950,17095455,0.484375,027050,0.0,0.55,0.0,1,0,2,3
6,20190226,1110,1105,1350,1260,34271931,0.6326530612244898,027360,0.0,0.55,0.0,0,0,0,0
6,20191022,982,982,1265,1145,21818021,0.5759717314487632,027360,0.3,0.3,0.0,0,0,0,5
5,20190508,2000,1995,2580,2220,13746025,0.38461538461538464,027580,0.5,0.6,1.0,0,0,5,0
5,20190513,3600,2950,3655,3320,26176814,0.524822695035461,027580,0.5,0.6499999999999999,1.0,0,0,5,0
8,20190712,1540,1440,1870,1740,18566228,0.6976744186046512,027580,0.55,0.0,0.15,0,1,3,2
6,20191016,1075,1065,1390,1235,27297625,0.5230769230769231,027580,0.15,0.15,0.0,0,0,0,5
4,20190917,1295,1190,1355,1330,27925004,0.8484848484848485,027710,0.3,0.7,0.0,0,0,0,5
7,20190925,1200,1190,1520,1520,52116261,1.0,027710,0.3,0.8500000000000001,0.0,0,0,0,5
7,20191017,1505,1500,1925,1730,12665588,0.5411764705882353,027830,0.3,0.7,0.0,0,0,0,5
6,20191111,1720,1715,2000,1915,13858285,0.7017543859649122,027830,0.15,0.8500000000000001,0.0,1,0,2,3
6,20190701,29000,28550,42650,38350,26026035,0.6950354609929078,028300,0.0,0.0,0.35,0,0,0,5
6,20191001,61000,60700,76000,69000,7466899,0.5424836601307189,028300,0.0,1.0,0.0,0,0,0,5
6,20190625,1255,1150,1470,1470,18643080,1.0,029480,0.5,1.0,1.0,0,0,5,0
7,20191113,923,921,1205,1010,26822351,0.31338028169014087,029480,1.0,0.5,0.55,0,1,1,4
6,20190604,15900,14550,18500,15500,1302511,0.24050632911392406,030190,1.0,1.0,1.0,0,0,5,0
8,20190705,4295,4260,5530,5530,3961126,1.0,030350,0.6499999999999999,0.7,0.8500000000000001,1,1,2,3
6,20190730,11350,11200,14650,14650,3698438,1.0,030960,0.8500000000000001,0.6499999999999999,1.0,0,0,5,0
8,20181207,5410,5330,6070,5830,3898340,0.6756756756756757,031310,1.0,0.3,1.0,0,0,5,0
5,20190514,8610,7050,8610,7500,11559690,0.28846153846153844,031310,0.15,1.0,0.6499999999999999,1,0,5,0
5,20190610,2070,2065,2650,2510,44059405,0.7606837606837606,031330,0.7,0.6499999999999999,1.0,0,0,5,0
6,20190218,4755,4710,5150,4810,14211982,0.22727272727272727,031510,0.5,0.3,0.3,0,0,0,5
4,20190213,13300,13300,15300,15200,1958450,0.95,031980,0.0,0.8500000000000001,0.0,0,0,0,5
8,20190314,16450,16300,18850,17500,3350743,0.47058823529411764,031980,0.0,1.0,0.5,1,0,4,1
6,20190422,2175,2170,2650,2515,14748628,0.71875,032280,0.3,0.0,1.0,0,1,3,2
7,20191017,1420,1415,1750,1620,16357592,0.6119402985074627,032580,0.0,0.7,0.0,0,0,0,5
6,20190423,5880,5830,6360,6300,3295118,0.8867924528301887,032620,0.6499999999999999,1.0,1.0,0,0,5,0
6,20191125,1970,1960,2430,2270,25210528,0.6595744680851063,032680,0.8,1.0,1.0,0,0,5,0
6,20191126,2255,2245,2795,2410,37793970,0.3,032680,0.8,1.0,1.0,0,0,5,0
6,20191202,2350,2330,2870,2780,42622664,0.8333333333333334,032680,0.8,1.0,1.0,0,0,5,0
8,20190517,7660,7660,9770,8730,3015321,0.5071090047393365,032750,0.5,0.55,0.7,1,0,4,1
6,20190902,10200,10200,12900,12900,1748888,1.0,032750,1.0,0.7,1.0,0,0,5,0
3,20190211,725,717,892,850,26445119,0.76,032800,0.0,1.0,0.3,1,0,1,4
4,20190213,776,762,975,885,49093012,0.5774647887323944,032800,0.0,1.0,0.3,1,0,1,4
8,20190405,826,826,1070,1070,21610066,1.0,032800,0.5,0.8,1.0,0,0,5,0
5,20190207,1410,1395,1620,1545,28671523,0.6666666666666666,032820,0.0,0.7,0.0,0,0,0,5
6,20190312,1195,1195,1550,1550,27634986,1.0,032820,0.0,0.7,0.2,1,0,5,0
8,20191128,923,899,1200,1200,22626078,1.0,032820,0.0,0.0,0.0,0,0,0,5
8,20191108,3875,3870,4680,4210,6875697,0.41975308641975306,032850,0.0,0.0,0.0,0,0,0,5
6,20190225,4995,4995,6110,5530,6859689,0.4798206278026906,032940,0.15,1.0,0.0,1,0,1,4
5,20190103,8100,7980,9430,9110,2417571,0.7793103448275862,033100,0.3,1.0,0.3,0,0,0,5
5,20190109,10000,9990,11800,10800,6514081,0.44751381215469616,033100,0.3,1.0,0.15,0,0,0,5
6,20190401,830,810,924,924,23626647,1.0,033110,0.44999999999999996,0.8500000000000001,0.3,0,0,0,5
6,20190402,1040,950,1195,976,31886552,0.10612244897959183,033110,0.44999999999999996,0.8500000000000001,0.3,0,0,0,5
6,20190624,1660,1570,1995,1975,12139945,0.9529411764705882,033110,0.7,0.3,1.0,0,0,5,0
7,20190516,2430,2325,2670,2615,15679133,0.8405797101449275,033130,0.6499999999999999,1.0,1.0,1,0,2,3
6,20190520,2560,2560,3010,2765,11455730,0.45555555555555555,033130,0.6499999999999999,1.0,1.0,1,0,3,2
8,20190905,2550,2505,2980,2765,11342282,0.5473684210526316,033130,1.0,0.0,1.0,0,1,2,3
4,20190108,1180,1125,1240,1210,25742898,0.7391304347826086,033170,0.0,1.0,0.0,0,0,0,5
8,20190125,1225,1225,1435,1330,16807865,0.5,033170,0.0,1.0,0.5,1,0,1,4
8,20190620,1295,1295,1405,1355,19780160,0.5454545454545454,033170,1.0,0.15,0.5,0,1,4,1
8,20190411,6040,6010,6710,6700,3999252,0.9857142857142858,033290,0.3,1.0,1.0,1,0,5,0
5,20190611,7520,7450,8270,8010,2506727,0.6829268292682927,033290,0.7,0.5,1.0,0,0,5,0
7,20190123,2560,2460,3190,2865,7507193,0.5547945205479452,033310,0.5,0.8,0.6499999999999999,0,0,5,0
6,20190625,5500,5500,6710,6130,15365104,0.5206611570247934,033320,0.7,0.5,1.0,0,1,0,5
6,20190813,3955,3955,5220,4745,8184948,0.6245059288537549,033320,0.7,0.0,0.0,0,1,1,4
7,20191018,4780,4780,5800,4930,13550679,0.14705882352941177,033320,0.3,0.5,0.0,0,0,0,5
5,20190103,4710,4650,6020,6020,25903420,1.0,033340,0.6499999999999999,1.0,0.8,0,0,0,5
8,20190517,3860,3860,4560,4270,14282345,0.5857142857142857,033340,0.5,0.0,0.15,0,0,0,5
7,20190619,4465,4430,4995,4775,6780912,0.6106194690265486,033340,0.35,0.5,0.0,0,0,0,5
6,20190701,5300,4880,6000,5750,15610231,0.7767857142857143,033340,0.15,0.8500000000000001,0.0,0,0,0,5
4,20190916,3860,3825,4430,4200,12875023,0.6198347107438017,033340,0.0,0.15,0.3,0,1,3,2
8,20190124,1300,1260,1630,1500,33418552,0.6486486486486487,033430,0.0,0.5,0.0,0,0,0,5
8,20190125,1700,1575,1860,1680,27999490,0.3684210526315789,033430,0.0,0.5,0.0,0,0,0,5
7,20190220,4350,4310,5330,4860,4172350,0.5392156862745098,033560,0.0,1.0,0.0,1,0,1,4
6,20190122,1920,1910,2500,2050,12188254,0.23728813559322035,033600,0.0,0.3,0.0,0,0,0,5
7,20191204,438,405,521,521,40449072,1.0,033600,0.0,0.2,0.0,0,0,0,5
5,20190820,28000,27650,34450,33550,4847949,0.8676470588235294,033640,1.0,0.15,1.0,0,0,5,0
7,20191204,1145,1140,1320,1220,20507786,0.4444444444444444,033830,1.0,0.35,1.0,0,0,5,0
8,20191129,10750,10750,13750,12350,1727448,0.5333333333333333,034810,0.0,1.0,0.0,1,0,3,2
5,20190514,4215,4210,5440,4715,6781503,0.4105691056910569,034940,0.2,0.0,0.6499999999999999,0,1,2,3
8,20181206,3620,3580,4330,3810,5759972,0.30666666666666664,035200,0.0,0.0,0.0,0,0,0,5
7,20191204,570,570,4050,1920,10878187,0.3879310344827586,035480,1.0,1.0,1.0,0,0,5,0
6,20190527,2520,2510,2520,2520,11238593,1.0,035620,0.5,1.0,1.0,0,0,5,0
6,20190528,2920,2755,3275,3025,62232285,0.5192307692307693,035620,0.5,1.0,1.0,0,0,5,0
7,20191113,1670,1645,1895,1880,12651039,0.94,035620,0.5,0.6499999999999999,0.0,0,0,0,5
7,20190313,6510,6460,6890,6780,4513443,0.7441860465116279,035810,0.0,0.8500000000000001,0.0,1,0,4,1
8,20190418,6730,6710,7400,7330,6503336,0.8985507246376812,035810,0.3,1.0,1.0,0,0,5,0
4,20190917,6400,6110,6840,6480,18293473,0.5068493150684932,035810,0.3,0.7,0.0,0,0,0,5
7,20190313,1430,1260,1440,1265,34227014,0.027777777777777776,035890,0.0,0.3,0.0,1,0,5,0
8,20190802,5340,5250,6500,5860,4210047,0.488,036030,0.44999999999999996,0.5,0.0,1,1,2,3
5,20190103,1110,1105,1250,1175,21306037,0.4827586206896552,036090,0.0,0.6499999999999999,0.0,0,0,0,5
5,20190513,1225,1200,1345,1240,32459425,0.27586206896551724,036090,0.5,0.55,0.7,0,0,5,0
6,20190402,2355,2285,2850,2645,11355610,0.6371681415929203,036120,0.3,0.7,0.4,0,0,5,0
5,20190513,2290,2250,2760,2760,14214525,1.0,036120,0.5,0.7,0.7,0,0,5,0
5,20190514,3265,2865,3450,3170,20216121,0.5213675213675214,036120,0.5,0.7,0.7,0,0,5,0
6,20190515,3300,3210,3625,3380,12646017,0.40963855421686746,036120,0.5,0.7,0.7,0,0,5,0
6,20190625,2820,2770,3600,3365,30875501,0.7168674698795181,036120,0.7,0.7,1.0,0,0,5,0
6,20191028,2495,2250,2725,2525,18876467,0.5789473684210527,036120,0.8,0.0,0.15,0,0,0,5
8,20191101,2280,2280,2895,2895,34223067,1.0,036120,0.55,0.0,0.15,0,0,0,5
5,20191014,1970,1970,2515,2290,11359050,0.5871559633027523,036170,0.0,1.0,0.0,0,0,0,5
5,20191015,2300,2300,2765,2600,13707919,0.6451612903225806,036170,0.0,1.0,0.0,0,0,0,5
7,20191017,2510,2485,3045,2890,15843030,0.7232142857142857,036170,0.0,1.0,0.0,0,0,0,5
6,20190408,7250,7170,8740,8010,5077316,0.535031847133758,036180,0.6,1.0,1.0,0,0,5,0
8,20190704,8660,8660,11550,11150,3895071,0.8615916955017301,036180,0.8500000000000001,1.0,1.0,0,0,5,0
7,20191204,5230,5130,5970,5790,3616271,0.7857142857142857,036180,0.3,0.15,0.0,0,0,0,5
8,20190117,3590,3545,4375,4095,14923346,0.6626506024096386,036200,0.0,0.0,0.0,0,0,0,5
8,20190314,4500,4455,5440,5000,14698082,0.5532994923857868,036200,0.0,0.7,0.5,1,0,5,0
7,20190410,5090,5080,5590,5460,10631715,0.7450980392156863,036200,0.3,0.6499999999999999,1.0,0,0,5,0
6,20190129,22800,20300,24100,22350,2796259,0.5394736842105263,036480,0.5,0.5,0.5,0,0,0,5
8,20190418,20750,20700,24600,22100,2767489,0.358974358974359,036480,0.8,0.8,1.0,0,0,5,0
8,20190531,19950,19350,22350,20950,1493683,0.5333333333333333,036480,0.8,0.5,1.0,0,0,5,0
4,20190917,20150,19400,20850,20850,1093508,1.0,036480,0.3,0.3,0.0,0,0,0,5
6,20190422,1725,1720,2215,2130,35827098,0.8282828282828283,036540,0.3,0.7,1.0,0,0,5,0
6,20190423,2185,2180,2540,2345,37286292,0.4583333333333333,036540,0.3,0.7,1.0,0,0,5,0
6,20190429,2270,2270,2655,2500,62696933,0.5974025974025974,036540,0.3,0.8500000000000001,1.0,0,0,5,0
4,20190507,2690,2610,3145,2895,57735666,0.5327102803738317,036540,0.5,1.0,1.0,0,0,5,0
7,20190814,2875,2630,3015,2665,20396131,0.09090909090909091,036540,1.0,0.0,1.0,0,0,5,0
8,20190906,400,396,497,423,56705071,0.26732673267326734,036630,0.35,0.0,0.0,0,0,0,5
4,20190916,2305,2300,2960,2780,10011067,0.7272727272727273,036640,0.15,0.5,0.0,0,0,0,5
3,20190212,5220,5220,6200,6140,3576157,0.9387755102040817,036810,0.0,0.8500000000000001,0.0,1,0,1,4
8,20190405,6420,6420,7610,7590,3904340,0.9831932773109243,036810,0.5,0.7,1.0,0,0,5,0
7,20190703,53700,53000,56100,55500,472228,0.8064516129032258,036830,0.15,0.0,0.0,0,0,0,5
6,20190715,58600,57700,71100,67500,1339010,0.7313432835820896,036830,0.15,0.5,0.5,1,0,1,4
6,20190723,65800,61400,83100,70000,4415688,0.39631336405529954,036830,0.15,0.7,0.7,1,0,2,3
5,20191008,73900,73600,90700,90200,1728961,0.9707602339181286,036830,0.7,0.8500000000000001,1.0,0,0,5,0
8,20190221,8690,8640,9760,9310,2946268,0.5982142857142857,036890,0.0,0.7,0.5,1,0,4,1
8,20190404,7670,7650,8340,8290,2898220,0.927536231884058,036930,0.3,0.7,0.2,0,0,5,0
7,20190807,6430,6290,7120,7120,3335282,1.0,036930,0.5,0.5,0.0,0,0,0,5
8,20190808,8110,7200,8600,7480,13353224,0.2,036930,0.5,0.5,0.0,0,0,0,5
6,20190326,4185,4160,4880,4645,7058523,0.6736111111111112,037030,0.0,0.15,0.5,0,0,5,0
8,20190419,4580,4580,5650,5060,13451895,0.4485981308411215,037030,0.3,0.7,1.0,0,0,5,0
5,20190819,3475,3470,4480,3975,6889211,0.5,037030,0.7,0.0,0.0,0,1,0,5
6,20190826,3885,3820,4850,4160,8574229,0.3300970873786408,037030,0.7,0.0,0.0,0,0,0,5
6,20190827,4180,4180,5400,5100,22241236,0.7540983606557377,037030,0.7,0.0,0.0,0,0,0,5
6,20190306,4710,4710,6150,5560,8190023,0.5902777777777778,037070,0.0,0.8500000000000001,0.5,1,0,2,3
6,20190326,5670,5610,7300,7300,7664481,1.0,037070,0.0,1.0,1.0,1,0,5,0
7,20190327,8260,7570,8540,7840,7276770,0.27835051546391754,037070,0.0,1.0,1.0,1,0,5,0
6,20190527,7480,7200,9540,9540,5551658,1.0,037070,0.5,0.44999999999999996,1.0,0,0,5,0
6,20190528,10250,9800,12200,10850,15433583,0.4375,037070,0.5,0.44999999999999996,1.0,0,0,5,0
8,20190628,8650,8540,11250,11250,9158650,1.0,037070,0.7,1.0,1.0,0,0,5,0
7,20190703,10400,10250,13300,11650,14189549,0.45901639344262296,037070,0.8500000000000001,1.0,1.0,0,0,5,0
6,20191001,8540,8360,9450,9250,2273732,0.8165137614678899,037070,1.0,0.5,1.0,0,0,0,5
6,20190115,2025,2005,2515,2395,8780846,0.7647058823529411,037230,0.0,0.44999999999999996,0.0,0,0,0,5
7,20190220,2325,2300,2750,2545,9971055,0.5444444444444444,037230,0.3,1.0,0.3,1,0,4,1
5,20190304,2500,2495,3080,2800,13418067,0.5213675213675214,037230,0.5,0.7,0.5,0,0,5,0
8,20190328,2410,2390,2850,2640,10152844,0.5434782608695652,037230,0.5,0.8500000000000001,1.0,0,0,5,0
8,20190329,2610,2605,3235,2970,24726233,0.5793650793650794,037230,0.5,0.8500000000000001,1.0,0,0,5,0
8,20191122,2530,2410,2745,2455,13466515,0.13432835820895522,037230,0.15,0.8500000000000001,0.0,1,0,2,3
6,20191125,2615,2540,2835,2620,8723362,0.2711864406779661,037230,0.15,0.8500000000000001,0.3,1,0,3,2
6,20190709,2140,2130,2555,2365,36433945,0.5529411764705883,037330,1.0,0.8500000000000001,1.0,1,0,2,3
6,20190715,2485,2405,3135,2910,31450041,0.6917808219178082,037330,1.0,1.0,1.0,1,0,3,2
6,20181210,10500,10500,13100,12300,4601883,0.6923076923076923,037370,0.3,0.6,1.0,0,0,5,0
6,20190121,12800,12500,16400,16400,5383328,1.0,037370,0.5,0.7,1.0,0,0,5,0
6,20190515,10150,10150,12450,11800,2698016,0.717391304347826,037460,0.7,0.5,1.0,1,0,4,1
5,20190610,12950,12800,15350,14750,7421136,0.7647058823529411,037460,0.8500000000000001,0.6499999999999999,0.8,0,0,5,0
8,20190426,1735,1695,2165,1965,50122840,0.574468085106383,037950,0.3,0.4,1.0,0,0,0,5
4,20190107,2900,2870,3485,3265,21176579,0.6422764227642277,038060,0.0,0.5,0.0,0,0,0,5
7,20190828,1925,1920,2320,2035,15460819,0.2875,038060,0.15,0.0,0.0,0,0,0,5
6,20190625,5890,5780,7720,7720,3184572,1.0,038160,0.0,0.0,0.0,0,0,0,5
7,20190626,8440,8370,10000,10000,6905735,1.0,038160,0.0,0.0,0.0,0,0,0,5
7,20190828,12500,11950,15050,12800,11129455,0.27419354838709675,038160,0.5,1.0,1.0,0,0,5,0
3,20190211,32650,32600,35000,34200,584953,0.6666666666666666,038290,0.0,0.8500000000000001,0.0,0,0,0,5
6,20190617,3725,3355,4030,4030,9995057,1.0,038340,0.7,0.15,0.15,1,2,1,4
7,20190814,3930,3925,5050,4400,6770026,0.4222222222222222,038340,0.8,0.3,1.0,0,0,5,0
7,20190116,4500,4500,5200,5060,4933604,0.8,038500,0.44999999999999996,0.5,0.35,1,0,4,1
7,20190130,5080,5040,5810,5420,9589860,0.4935064935064935,038500,0.44999999999999996,0.6499999999999999,0.6499999999999999,0,0,5,0
6,20190604,3355,3355,4165,3685,7571524,0.4074074074074074,038500,0.35,0.0,0.0,0,0,0,5
6,20190219,3900,3625,4190,4030,11987971,0.7168141592920354,038530,0.0,1.0,0.0,1,0,2,3
7,20190503,19200,19150,21350,21300,1009042,0.9772727272727273,038540,0.7,0.3,1.0,0,0,5,0
8,20190808,11400,10400,12050,11800,14664193,0.8484848484848485,038540,0.7,0.0,0.15,0,1,2,3
8,20190809,11950,11600,14700,12500,18672926,0.2903225806451613,038540,0.7,0.0,0.15,0,1,2,3
4,20190108,1145,1135,1430,1315,25807412,0.6101694915254238,038620,0.3,1.0,0.35,0,0,0,5
8,20190418,6800,6200,7130,6490,4390831,0.3118279569892473,038680,0.5,0.6499999999999999,1.0,0,0,5,0
8,20190419,6490,6490,8330,7730,12975985,0.6739130434782609,038680,0.5,0.6499999999999999,1.0,0,0,5,0
7,20190605,8320,8140,10000,9520,18416912,0.7419354838709677,038680,0.8500000000000001,0.5,1.0,0,0,5,0
7,20190904,7530,7510,8530,8230,3709842,0.7058823529411765,038680,1.0,0.15,1.0,0,1,4,1
8,20181214,5840,5840,7150,6260,3307767,0.32061068702290074,038870,0.0,0.5,0.0,0,0,0,5
5,20190103,7390,7270,8630,8050,3754920,0.5735294117647058,038870,0.0,1.0,0.0,0,0,0,5
4,20190507,836,798,951,951,72673034,1.0,038880,0.8500000000000001,0.55,0.7,0,0,0,5
8,20190718,66500,66000,73000,67100,641721,0.15714285714285714,039030,1.0,0.7,1.0,0,0,0,5
6,20190128,985,965,1230,1175,20106007,0.7924528301886793,039230,0.0,0.2,0.0,0,0,0,5
7,20190307,915,910,1115,976,30280696,0.32195121951219513,039230,0.0,0.0,0.0,0,0,0,5
7,20190308,976,967,1140,1050,19577885,0.4797687861271676,039230,0.0,0.0,0.0,0,0,0,5
